Sample collection date,Tester,Site type,Name of Sampling Location,SARS-CoV-2 Detected,7 day average of SARS-CoV-2 concentration,Number of samples in the last 7 days,Units (measuring concentration),City of sampling location,State of sampling location,County of sampling location,Date data last updated
7/6/21,BioBot,Municipal,Hull WWTF,Not Detected,40069.40764,2,copies/L,Hull,MA,Plymouth,1/5/23
11/21/22,BioBot,Municipal,Lowell Regional WWTF,Detected,1082711.732,3,copies/L,Lowell,MA,Middlesex,1/5/23
6/29/22,BioBot,Municipal,Grafton Headworks,Detected,755873.0735,2,copies/L,South Grafton,MA,Middlesex,1/5/23
10/8/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1465564.504,4,copies/L,Salem,MA,Essex,1/5/23
12/22/21,BioBot,Municipal,Billerica Treatment Plant,Detected,2087478.683,3,copies/L,Billerica,MA,Middlesex,1/5/23
12/13/22,BioBot,Municipal,New Bedford WWTF,Detected,796918.0779,2,copies/L,New Bedford,MA,Bristol,1/5/23
7/7/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,40316.79409,2,copies/L,North Andover,MA,Essex,1/5/23
11/8/22,BioBot,Municipal,Montague Clean Water Facility,Detected,1337065.308,1,copies/L,Montague,MA,Franklin,1/5/23
8/25/21,BioBot,Municipal,Pittsfield WWTP,Detected,217275.085,2,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/11/21,BioBot,Municipal,Brockton/ Abington,Detected,1194586.653,3,copies/L,Brockton,MA,Plymouth,1/5/23
3/9/22,BioBot,Municipal,Haverhill WWTP,Detected,129253.6485,3,copies/L,Haverhill,MA,Essex,1/5/23
11/28/21,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,527540.1879,1,copies/L,Salem,MA,Essex,1/5/23
2/6/22,BioBot,Municipal,Brockton/ Abington,Detected,955104.4746,3,copies/L,Brockton,MA,Plymouth,1/5/23
10/31/22,BioBot,Municipal,Whitman,Detected,1046567.144,2,copies/L,Brockton,MA,Plymouth,1/5/23
9/30/22,BioBot,Municipal,Greenfield WPCF,Detected,2903434.264,2,copies/L,Greenfield,MA,Franklin,1/5/23
4/15/20,BioBot,Municipal,Wareham WPCF,Detected,142039.3949,1,,Wareham,MA,Plymouth,1/5/23
8/29/22,BioBot,Municipal,Lowell Regional WWTF,Detected,1290754.059,2,copies/L,Lowell,MA,Middlesex,1/5/23
5/26/20,BioBot,Municipal,South Hadley Div. of WPC,Detected,12169.42288,1,copies/L,Chicopee,MA,Hampden,1/5/23
11/15/21,BioBot,Municipal,Billerica Treatment Plant,Detected,962523.2942,3,copies/L,Billerica,MA,Middlesex,1/5/23
11/29/22,BioBot,Municipal,Hadley WWTP,Detected,1051182.82,2,copies/L,Chicopee,MA,Hampden,1/5/23
1/29/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,267683.8597,3,copies/L,Provincetown,MA,Barnstable,1/5/23
9/20/22,BioBot,Municipal,Hull WWTF,Detected,2721847.041,3,copies/L,Hull,MA,Plymouth,1/5/23
6/21/21,BioBot,Municipal,Surfside WTF,Detected,4577.961433,1,copies/L,Nantucket,MA,Nantucket,1/5/23
12/8/22,BioBot,Municipal,North Brookfield WWTP,Detected,581599.6022,2,copies/L,North Brookfield,MA,Worcester,1/5/23
11/29/22,BioBot,Municipal,Douglas WWTP,Detected,628454.5093,1,copies/L,East Douglas,MA,Worcester,1/5/23
2/24/21,BioBot,Municipal,Pittsfield WWTP,Detected,35806.32438,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
4/10/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,470253.2441,4,copies/L,North Andover,MA,Essex,1/5/23
4/11/22,BioBot,Municipal,Athol WWTP,Detected,410979.4757,4,copies/L,Athol,MA,Worcester,1/5/23
5/25/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1264881.949,3,copies/L,Billerica,MA,Middlesex,1/5/23
6/10/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,988755.8857,4,copies/L,Salem,MA,Essex,1/5/23
9/6/22,BioBot,Municipal,Amherst WWTP,Detected,666443.4013,3,copies/L,Hadley,MA,Hampshire,1/5/23
4/19/22,BioBot,Municipal,Athol WWTP,Detected,825589.9258,3,copies/L,Athol,MA,Worcester,1/5/23
10/17/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,496069.9009,3,copies/L,North Andover,MA,Essex,1/5/23
7/20/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1689329.313,4,copies/L,Salem,MA,Essex,1/5/23
6/30/22,BioBot,Municipal,Fitchburg Public Works,Detected,597850.1411,3,copies/L,Fitchburg,MA,Worcester,1/5/23
8/4/21,BioBot,Municipal,Haverhill WWTP,Detected,206696.2484,2,copies/L,Haverhill,MA,Essex,1/5/23
12/5/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,115374.5301,3,copies/L,Provincetown,MA,Barnstable,1/5/23
9/9/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1257773.362,3,copies/L,Billerica,MA,Middlesex,1/5/23
6/14/21,BioBot,Municipal,Haverhill WWTP,Not Detected,0,1,copies/L,Haverhill,MA,Essex,1/5/23
2/27/22,BioBot,Municipal,Brockton/ Abington,Detected,127689.5554,3,copies/L,Brockton,MA,Plymouth,1/5/23
10/25/21,BioBot,Municipal,Surfside WTF,Detected,126915.869,1,copies/L,Nantucket,MA,Nantucket,1/5/23
2/24/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,190121.9312,4,copies/L,Salem,MA,Essex,1/5/23
10/24/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,767685.708,3,copies/L,Worcester,MA,Worcester,1/5/23
7/31/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,1377443.991,4,copies/L,North Andover,MA,Essex,1/5/23
8/29/22,BioBot,Municipal,Pittsfield WWTP,Detected,779530.7357,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/26/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,857059.0083,2,copies/L,Plymouth,MA,Plymouth,1/5/23
7/4/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1393038.358,2,copies/L,Billerica,MA,Middlesex,1/5/23
9/8/20,BioBot,Municipal,Surfside WTF,Detected,18448.03127,1,copies/L,Nantucket,MA,Nantucket,1/5/23
10/14/20,BioBot,Municipal,MWRA Northern,Detected,63151.68598,3,copies/L,Winthrop,MA,Suffolk,1/5/23
11/4/22,BioBot,Municipal,Greenfield WPCF,Detected,1118984.983,2,copies/L,Greenfield,MA,Franklin,1/5/23
8/29/22,BioBot,Municipal,Uxbridge WWTF,Detected,1432672.644,3,copies/L,Uxbridge,MA,Worcester,1/5/23
10/5/21,BioBot,Municipal,Surfside WTF,Detected,334477.3281,1,copies/L,Nantucket,MA,Nantucket,1/5/23
11/2/22,BioBot,Municipal,Whitman,Detected,990208.0446,2,copies/L,Brockton,MA,Plymouth,1/5/23
6/28/21,BioBot,Municipal,Surfside WTF,Detected,31172.51181,1,copies/L,Nantucket,MA,Nantucket,1/5/23
5/27/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1206773.538,3,copies/L,Billerica,MA,Middlesex,1/5/23
7/25/22,BioBot,Municipal,Chicopee WPC,Detected,1432172.812,2,copies/L,Chicopee,MA,Hampden,1/5/23
1/31/22,BioBot,Municipal,Pittsfield WWTP,Detected,1644888.941,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
1/10/22,BioBot,Municipal,Surfside WTF,Detected,4809766.655,1,copies/L,Nantucket,MA,Nantucket,1/5/23
7/14/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,38973.4619,2,copies/L,North Andover,MA,Essex,1/5/23
1/11/22,BioBot,Municipal,Brockton/ Abington,Detected,8958404.709,3,copies/L,Brockton,MA,Plymouth,1/5/23
12/26/21,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1841639.062,4,copies/L,Salem,MA,Essex,1/5/23
8/3/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1642999.004,2,copies/L,Billerica,MA,Middlesex,1/5/23
1/19/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1766287.973,3,copies/L,Chicopee,MA,Hampden,1/5/23
6/21/22,BioBot,Municipal,Hull WWTF,Detected,1106049.828,3,copies/L,Hull,MA,Plymouth,1/5/23
9/25/22,BioBot,Municipal,Brockton/ Abington,Detected,1308061.085,2,copies/L,Brockton,MA,Plymouth,1/5/23
9/6/22,BioBot,Municipal,Grafton Headworks,Detected,862118.5531,2,copies/L,South Grafton,MA,Middlesex,1/5/23
12/29/22,BioBot,Municipal,Lowell Regional WWTF,Detected,3557429.305,2,copies/L,Lowell,MA,Middlesex,1/5/23
12/19/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1647294.04,4,copies/L,Salem,MA,Essex,1/5/23
3/30/21,BioBot,Municipal,Pittsfield WWTP,Detected,110110.0526,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/31/22,BioBot,Municipal,Athol WWTP,Detected,2171627.539,3,copies/L,Athol,MA,Worcester,1/5/23
2/23/22,BioBot,Municipal,Provincetown Treatment Plant,Not Detected,68442.62071,3,copies/L,Provincetown,MA,Barnstable,1/5/23
8/28/22,BioBot,Municipal,Fall River WWTP,Detected,365386.4626,5,copies/L,Fall River,MA,Bristol,1/5/23
5/16/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1448289.985,3,copies/L,Salem,MA,Essex,1/5/23
4/21/21,BioBot,Municipal,Pittsfield WWTP,Detected,58497.42197,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
4/22/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,551572.7298,4,copies/L,Chicopee,MA,Hampden,1/5/23
10/12/22,BioBot,Municipal,S.Deerfield WWTP,Detected,968713.4958,3,copies/L,Deerfield,MA,Franklin,1/5/23
7/20/22,BioBot,Municipal,Chicopee WPC,Detected,990323.8737,2,copies/L,Chicopee,MA,Hampden,1/5/23
4/1/22,BioBot,Municipal,Fitchburg Public Works,Detected,226965.0211,1,copies/L,Fitchburg,MA,Worcester,1/5/23
12/5/22,BioBot,Municipal,Grafton Headworks,Detected,984168.7852,2,copies/L,South Grafton,MA,Middlesex,1/5/23
9/27/22,BioBot,Municipal,Leominster Headworks,Detected,1746859.295,1,copies/L,Leominster,MA,Worcester,1/5/23
2/6/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,830434.8397,3,copies/L,Worcester,MA,Worcester,1/5/23
11/1/22,BioBot,Municipal,Plymouth Headworks Influent,Detected,416362.0469,3,copies/L,Plymouth,MA,Plymouth,1/5/23
10/11/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,1670305.982,1,copies/L,Provincetown,MA,Barnstable,1/5/23
12/12/22,BioBot,Municipal,Wareham WPCF,Detected,1998737.931,4,copies/L,Wareham,MA,Plymouth,1/5/23
5/1/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,774540.4931,4,copies/L,Salem,MA,Essex,1/5/23
2/16/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,293748.7477,4,copies/L,Salem,MA,Essex,1/5/23
1/3/22,BioBot,Municipal,Wareham WPCF,Detected,6175496.992,3,copies/L,Wareham,MA,Plymouth,1/5/23
7/16/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1076967.185,4,copies/L,Salem,MA,Essex,1/5/23
11/2/22,BioBot,Municipal,Lowell Regional WWTF,Detected,1364445.105,2,copies/L,Lowell,MA,Middlesex,1/5/23
11/8/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,288021.4492,3,copies/L,Chicopee,MA,Hampden,1/5/23
6/2/22,BioBot,Municipal,North Brookfield WWTP,Detected,1446352.42,1,copies/L,North Brookfield,MA,Worcester,1/5/23
8/11/21,BioBot,Municipal,Billerica Treatment Plant,Detected,115381.1063,2,copies/L,Billerica,MA,Middlesex,1/5/23
12/9/20,BioBot,Municipal,Northampton WWTP,Detected,136863.3306,1,copies/L,Northampton,MA,Hampshire,1/5/23
7/27/21,BioBot,Municipal,Brockton/ Abington,Detected,228801.3356,2,copies/L,Brockton,MA,Plymouth,1/5/23
4/20/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,587062.9432,4,copies/L,Chicopee,MA,Hampden,1/5/23
10/3/22,BioBot,Municipal,Surfside WTF,Detected,901630.638,2,copies/L,Nantucket,MA,Nantucket,1/5/23
11/5/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,262416.9348,3,copies/L,Chicopee,MA,Hampden,1/5/23
9/2/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1157121.811,2,copies/L,Billerica,MA,Middlesex,1/5/23
2/10/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,193306.0508,4,copies/L,Salem,MA,Essex,1/5/23
3/2/22,BioBot,Municipal,Billerica Treatment Plant,Detected,140407.1676,3,copies/L,Billerica,MA,Middlesex,1/5/23
11/27/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1002808.232,4,copies/L,Salem,MA,Essex,1/5/23
12/13/21,BioBot,Municipal,Wareham WPCF,Detected,1487770.798,3,copies/L,Wareham,MA,Plymouth,1/5/23
10/20/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,825901.5053,3,copies/L,Worcester,MA,Worcester,1/5/23
7/21/21,BioBot,Municipal,Haverhill WWTP,Detected,30005.22989,2,copies/L,Haverhill,MA,Essex,1/5/23
10/20/20,BioBot,Municipal,Pittsfield WWTP,Not Detected,0,1,copies/L,Pittsfield,MA,Berkshire,1/5/23
4/10/22,BioBot,Municipal,Brockton/ Abington,Detected,428772.7414,4,copies/L,Brockton,MA,Plymouth,1/5/23
9/26/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1072492.375,3,copies/L,Chicopee,MA,Hampden,1/5/23
10/12/20,BioBot,Municipal,MWRA Northern,Detected,63045.46437,3,copies/L,Winthrop,MA,Suffolk,1/5/23
8/3/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1377121.881,4,copies/L,Salem,MA,Essex,1/5/23
6/16/21,BioBot,Municipal,Haverhill WWTP,Detected,6946.45339,2,copies/L,Haverhill,MA,Essex,1/5/23
7/28/21,BioBot,Municipal,Wareham WPCF,Detected,251299.0247,3,copies/L,Wareham,MA,Plymouth,1/5/23
5/11/22,BioBot,Municipal,Greenfield WPCF,Detected,1826474.864,1,copies/L,Greenfield,MA,Franklin,1/5/23
12/29/21,BioBot,Municipal,Pittsfield WWTP,Detected,1931868.266,2,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/24/22,BioBot,Municipal,Whitman,Detected,1423482.635,2,copies/L,Brockton,MA,Plymouth,1/5/23
7/11/22,BioBot,Municipal,Athol WWTP,Detected,969438.0868,4,copies/L,Athol,MA,Worcester,1/5/23
5/13/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1853298.977,3,copies/L,Billerica,MA,Middlesex,1/5/23
7/13/22,BioBot,Municipal,Greenfield WPCF,Detected,674532.5971,2,copies/L,Greenfield,MA,Franklin,1/5/23
12/28/22,BioBot,Municipal,Sunderland WWTP,Detected,2756224.986,1,copies/L,Sunderland,MA,Franklin,1/5/23
5/17/22,BioBot,Municipal,Hull WWTF,Detected,1748535.792,3,copies/L,Hull,MA,Plymouth,1/5/23
8/2/22,BioBot,Municipal,Douglas WWTP,Detected,643136.5488,2,copies/L,East Douglas,MA,Worcester,1/5/23
5/2/22,BioBot,Municipal,Athol WWTP,Detected,1852624.566,4,copies/L,Athol,MA,Worcester,1/5/23
8/21/22,BioBot,Municipal,Brockton/ Abington,Detected,1250547.362,4,copies/L,Brockton,MA,Plymouth,1/5/23
9/13/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,650953.7988,2,copies/L,Worcester,MA,Worcester,1/5/23
7/22/20,BioBot,Municipal,MWRA Northern,Detected,23327.10417,6,copies/L,Winthrop,MA,Suffolk,1/5/23
7/22/20,BioBot,Municipal,MWRA Northern,Detected,23874.20877,6,copies/L,Winthrop,MA,Suffolk,1/5/23
10/17/21,BioBot,Municipal,Billerica Treatment Plant,Detected,719193.0179,2,copies/L,Billerica,MA,Middlesex,1/5/23
7/7/22,BioBot,Municipal,New Bedford WWTF,Detected,409978.6316,1,copies/L,New Bedford,MA,Bristol,1/5/23
5/10/20,BioBot,Municipal,MWRA Southern,Detected,76769.37936,3,copies/L,Winthrop,MA,Suffolk,1/5/23
9/16/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1274497.509,4,copies/L,Chicopee,MA,Hampden,1/5/23
7/12/22,BioBot,Municipal,Amherst WWTP,Detected,649804.8024,4,copies/L,Hadley,MA,Hampshire,1/5/23
5/13/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1228936.354,3,copies/L,Salem,MA,Essex,1/5/23
12/10/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,1299764.14,2,copies/L,Chicopee,MA,Hampden,1/5/23
11/30/21,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,401335.2304,2,copies/L,Salem,MA,Essex,1/5/23
5/9/22,BioBot,Municipal,Fitchburg Public Works,Detected,2280469.895,4,copies/L,Fitchburg,MA,Worcester,1/5/23
8/5/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1022738.398,4,copies/L,Salem,MA,Essex,1/5/23
3/6/22,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,123306.4466,3,copies/L,North Andover,MA,Essex,1/5/23
11/21/22,BioBot,Municipal,Grafton Headworks,Detected,370322.1625,2,copies/L,South Grafton,MA,Middlesex,1/5/23
8/15/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,949533.7383,4,copies/L,Salem,MA,Essex,1/5/23
12/25/22,BioBot,Municipal,Haverhill WWTP,Detected,2344381.343,2,copies/L,Haverhill,MA,Essex,1/5/23
10/3/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,595061.3653,3,copies/L,North Andover,MA,Essex,1/5/23
12/1/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,1183101.421,4,copies/L,Salem,MA,Essex,1/5/23
11/30/21,BioBot,Municipal,Brockton/ Abington,Detected,1404181.269,2,copies/L,Brockton,MA,Plymouth,1/5/23
5/5/22,BioBot,Municipal,Brockton/ Abington,Detected,642094.2178,4,copies/L,Brockton,MA,Plymouth,1/5/23
9/28/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1569946.809,2,copies/L,Billerica,MA,Middlesex,1/5/23
5/23/22,BioBot,Municipal,Billerica Treatment Plant,Detected,1249565.216,3,copies/L,Billerica,MA,Middlesex,1/5/23
2/2/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,50030.98788,3,copies/L,Provincetown,MA,Barnstable,1/5/23
8/21/22,BioBot,Municipal,Haverhill WWTP,Detected,1307875.126,4,copies/L,Haverhill,MA,Essex,1/5/23
10/21/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1561694.691,4,copies/L,Chicopee,MA,Hampden,1/5/23
2/22/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,177002.1769,4,copies/L,Salem,MA,Essex,1/5/23
11/7/22,BioBot,Municipal,S.Deerfield WWTP,Detected,1017565.138,4,copies/L,Deerfield,MA,Franklin,1/5/23
10/28/21,BioBot,Municipal,Brockton/ Abington,Detected,771598.1143,3,copies/L,Brockton,MA,Plymouth,1/5/23
7/10/22,BioBot,Municipal,Haverhill WWTP,Detected,2532492.142,4,copies/L,Haverhill,MA,Essex,1/5/23
5/9/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1180466.218,4,copies/L,Salem,MA,Essex,1/5/23
3/11/22,BioBot,Municipal,Pittsfield WWTP,Detected,170937.9231,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
7/11/22,BioBot,Municipal,Fitchburg Public Works,Detected,1935831.649,4,copies/L,Fitchburg,MA,Worcester,1/5/23
10/20/22,BioBot,Municipal,Douglas WWTP,Detected,2776628.015,2,copies/L,East Douglas,MA,Worcester,1/5/23
8/30/22,BioBot,Municipal,North Brookfield WWTP,Detected,920436.9068,2,copies/L,North Brookfield,MA,Worcester,1/5/23
10/24/22,BioBot,Municipal,Uxbridge WWTF,Detected,2195119.493,3,copies/L,Uxbridge,MA,Worcester,1/5/23
11/4/21,BioBot,Municipal,Provincetown Treatment Plant,Detected,89414.93475,3,copies/L,Provincetown,MA,Barnstable,1/5/23
10/6/22,BioBot,Municipal,Brockton/ Abington,Detected,1509035.542,4,copies/L,Brockton,MA,Plymouth,1/5/23
4/8/22,BioBot,Municipal,Billerica Treatment Plant,Detected,684985.2221,3,copies/L,Billerica,MA,Middlesex,1/5/23
9/2/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1440615.677,4,copies/L,Salem,MA,Essex,1/5/23
3/28/22,BioBot,Municipal,Surfside WTF,Detected,86547.86669,1,copies/L,Nantucket,MA,Nantucket,1/5/23
1/19/22,BioBot,Municipal,Wareham WPCF,Detected,4196725.185,2,copies/L,Wareham,MA,Plymouth,1/5/23
11/30/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,705407.2742,3,copies/L,Chicopee,MA,Hampden,1/5/23
11/1/21,BioBot,Municipal,South Hadley Div. of WPC,Detected,122647.4939,3,copies/L,Chicopee,MA,Hampden,1/5/23
11/7/21,BioBot,Municipal,Brockton/ Abington,Detected,771151.6506,3,copies/L,Brockton,MA,Plymouth,1/5/23
1/3/22,BioBot,Municipal,Provincetown Treatment Plant,Detected,999755.6341,3,copies/L,Provincetown,MA,Barnstable,1/5/23
11/22/22,BioBot,Municipal,Billerica Treatment Plant,Detected,968811.8856,3,copies/L,Billerica,MA,Middlesex,1/5/23
8/24/20,BioBot,Municipal,MWRA Southern,Detected,37815.64311,3,copies/L,Winthrop,MA,Suffolk,1/5/23
11/6/22,BioBot,Municipal,Fall River WWTP,Detected,652971.3242,5,copies/L,Fall River,MA,Bristol,1/5/23
11/5/21,BioBot,Municipal,Pittsfield WWTP,Detected,619636.6212,3,copies/L,Pittsfield,MA,Berkshire,1/5/23
11/14/22,BioBot,Municipal,Grafton Headworks,Detected,553146.1851,2,copies/L,South Grafton,MA,Middlesex,1/5/23
7/19/22,BioBot,Municipal,North Brookfield WWTP,Detected,500962.5953,2,copies/L,North Brookfield,MA,Worcester,1/5/23
7/22/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1702502.458,4,copies/L,Salem,MA,Essex,1/5/23
3/3/22,BioBot,Municipal,Brockton/ Abington,Detected,146460.8284,3,copies/L,Brockton,MA,Plymouth,1/5/23
1/3/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,5942772.384,4,copies/L,Salem,MA,Essex,1/5/23
12/9/22,BioBot,Municipal,Greenfield WPCF,Detected,2262967.784,2,copies/L,Greenfield,MA,Franklin,1/5/23
4/21/22,BioBot,Municipal,Amherst WWTP,Detected,809422.7512,1,copies/L,Hadley,MA,Hampshire,1/5/23
7/25/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,1284915.526,4,copies/L,Chicopee,MA,Hampden,1/5/23
11/13/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,740999.0189,4,copies/L,Salem,MA,Essex,1/5/23
10/26/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,780619.9897,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/26/21,BioBot,Municipal,Upper Blackstone Clean Water,Detected,3819640.636,2,copies/L,Worcester,MA,Worcester,1/5/23
5/22/22,BioBot,Municipal,Haverhill WWTP,Detected,879529.5875,4,copies/L,Haverhill,MA,Essex,1/5/23
4/7/22,BioBot,Municipal,Brockton/ Abington,Detected,409332.6827,4,copies/L,Brockton,MA,Plymouth,1/5/23
7/28/21,BioBot,Municipal,Pittsfield WWTP,Detected,29440.05154,2,copies/L,Pittsfield,MA,Berkshire,1/5/23
12/1/21,BioBot,Municipal,Billerica Treatment Plant,Detected,1954253.584,3,copies/L,Billerica,MA,Middlesex,1/5/23
1/3/22,BioBot,Municipal,Billerica Treatment Plant,Detected,6223965.962,2,copies/L,Billerica,MA,Middlesex,1/5/23
4/19/22,BioBot,Municipal,SESD-Peabody/Salem Pump,Detected,777334.9006,4,copies/L,Salem,MA,Essex,1/5/23
4/15/22,BioBot,Municipal,Billerica Treatment Plant,Detected,931987.5517,3,copies/L,Billerica,MA,Middlesex,1/5/23
1/20/21,BioBot,Municipal,Northampton WWTP,Detected,349649.297,1,copies/L,Northampton,MA,Hampshire,1/5/23
4/7/22,BioBot,Municipal,Pittsfield WWTP,Detected,336346.6631,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
10/11/22,BioBot,Municipal,Athol WWTP,Detected,5813261.318,2,copies/L,Athol,MA,Worcester,1/5/23
7/11/22,BioBot,Municipal,South Hadley Div. of WPC,Detected,701457.0898,4,copies/L,Chicopee,MA,Hampden,1/5/23
12/15/22,BioBot,Municipal,Pittsfield WWTP,Detected,1114782.462,4,copies/L,Pittsfield,MA,Berkshire,1/5/23
8/8/22,BioBot,Municipal,S.Deerfield WWTP,Not Detected,0,1,copies/L,Deerfield,MA,Franklin,1/5/23
7/26/21,BioBot,Municipal,Greater Lawrence Sanitary District,Detected,137423.0095,2,copies/L,North Andover,MA,Essex,1/5/23
11/20/22,BioBot,Municipal,Upper Blackstone Clean Water,Detected,948230.717,4,copies/L,Worcester,MA,Worcester,1/5/23
8/16/22,BioBot,Municipal,North Brookfield WWTP,Detected,162730.1547,2,copies/L,North Brookfield,MA,Worcester,1/5/23
6/14/22,BioBot,Municipal,North Brookfield WWTP,Detected,1186836.192,2,copies/L,North Brookfield,MA,Worcester,1/5/23
9/12/22,BioBot,Municipal,Fall River WWTP,Detected,758952.8618,3,copies/L,Fall River,MA,Bristol,1/5/23
5/9/22,BioBot,Municipal,Athol WWTP,Detected,1414296.806,4,copies/L,Athol,MA,Worcester,1/5/23
3/24/20,BioBot,Municipal,MWRA Southern,Detected,83709.35484,2,copies/L,Winthrop,MA,Suffolk,1/5/23
10/16/20,BioBot,Municipal,MWRA Southern,Detected,95087.44618,3,copies/L,Winthrop,MA,Suffolk,1/5/23
12/27/22,BioBot,Municipal,Amherst WWTP,Detected,1804637.369,1,copies/L,Hadley,MA,Hampshire,1/5/23
11/17/22,BioBot,Municipal,SESD-Peabody Metering Station,Detected,1138179.385,4,copies/L,Salem,MA,Essex,1/5/23
